ASSET_ID,NAME,SECONDARY_ADDRESS,STREET,TOWN,POSTCODE,NLPG,EASTING,NORTHING,GEO_X,GEO_Y,BUILDING GIA,SITE AREA,SITE TENURE,SITETYPE,SITE FUNCTION
2601,COPPA DOLLA FARM, , ,TOTNES,TQ9  6BU,10032973337,281179,67051,-3.675271298,50.49060367,0,405710,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
2701,COTLEY FARM-MAIN FARM SITE, , ,OTTERY ST MARY,EX11 1RJ,0,308199,93334,-3.300934754,50.73178762,0,272769,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
2702,COTLEY FARM-FORMERLY HIGHER COTLEY FARM, , ,OTTERY ST MARY,EX11 1RJ,10000272434,309039,93056,-3.288965527,50.72942019,0,221038,Freehold Asset Leased(Out),Land,Small holding - bare land
3001,LAND REMAINING AT CROSS FARM, ,ALMINSTONE,BIDEFORD,EX39 5PX,0,235022,115074,-4.347003138,50.91097157,0,642706,Freehold Asset Leased(Out),Land,Small holding - bare land
3601,DUCKALLER FARM, ,PORT ROAD,DAWLISH,EX7  0NX,1.0004E+11,295749,79663,-3.47345493,50.60677286,0,351528,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
3701,DUNGEONS FARM, , ,CULLOMPTON,EX15 1RE,10009446132,304754,105013,-3.352767645,50.83623996,0,649294,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
3801,EAST CATKILL FARM-MAIN FARM SITE, , ,SOUTH MOLTON,EX36 4RQ,10012097408,279451,120240,-3.717017996,50.96840337,0,592934,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
3802,EAST CATKILL FARM-BARE LAND LET TO MR LANE, , ,SOUTH MOLTON,EX36 4RQ,0,283153,121887,-3.664842872,50.98397213,0,168131,Freehold Asset Leased(Out),Land,Small holding - bare land
3901,EAST FINGLE FARM, , ,EXETER,EX6  6NJ,10001329096,274104,91555,-3.78328027,50.70940579,0,262460,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
4001,EAST WEEK FARM - 1, , ,OKEHAMPTON,EX20 2QB,10001331279,266975,92230,-3.884447126,50.7138854,0,275999,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
4101,LAND AT EAST WEEK FARM - 2, , ,OKEHAMPTON,EX20 2QB,10001328487,266578,92208,-3.890059858,50.71359664,0,164039,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
4401,ENDFIELD FARM, ,NEW BUILDINGS,CREDITON,EX17 4PR,2.00004E+11,279508,103912,-3.710818797,50.82163616,0,529525,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
4501,FAIRFIELD FARM, , ,NEWTON ABBOT,TQ12 6DQ,10032959400,282945,68901,-3.650963175,50.50759135,0,517563,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
4601,FIRSDON - 1, , ,CHULMLEIGH,EX18 7PP,10002301260,259043,115224,-4.005577392,50.91868736,0,310413,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
4801,FROGWELL FARM, , ,TOTNES,TQ9  7NG,10008912135,273913,55354,-3.773729524,50.38393067,0,290885,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
5001,FURZE BARTON, , ,CHULMLEIGH,EX18 7PW,10002301270,259551,115456,-3.998443482,50.92089645,0,543044,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
5101,FURZE COTTAGES, , ,CHULMLEIGH,EX18 7PW,10002301271,259261,115705,-4.0026633,50.92306376,0,424223,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
5401,GLEBE FARM, , ,SOUTH BRENT,TQ10 9LD,0,274066,61149,-3.773522512,50.43605982,0,193016,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
5501,GREAT STONE FARM-MAIN FARM SITE, ,EXETER ROAD,SOUTH MOLTON,EX36 4HX,10012098705,269242,125138,-3.864112287,51.01020186,0,450533,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
5502,GREAT STONE FARM-LAND TRANSFERRED FROM LITTLE  STONE FARM, ,EXETER ROAD,SOUTH MOLTON,EX36 4HX,0,269275,124704,-3.863485728,51.00630836,0,55244,Freehold Asset Leased(Out),Land,Small holding - bare land
5503,GREAT STONE FARM-LAND TRANSFERRED FROM WORTHY FARM, ,EXETER ROAD,SOUTH MOLTON,EX36 4HX,0,269271,124699,-3.863540914,51.00626251,0,223832,Freehold Asset Leased(Out),Land,Small holding - bare land
5601,LAND REMAINING AT GREENHILLS FARM, , ,SOUTH MOLTON,EX36 3NU,0,284430,127154,-3.648333917,51.03157788,0,77411,Freehold Asset Leased(Out),Land,Small holding - bare land
5701,HIGHER ARTISCOMBE FARM-MAIN FARM SITE, , ,TAVISTOCK,PL19 8NN,10001324114,244732,73806,-4.191599898,50.54278779,0,590451,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
5704,HIGHER ARTISCOMBE FARM-LAND FROM THREE OAKS FARM, , ,TAVISTOCK,PL19 8NN,0,244675,74375,-4.192641069,50.54788648,0,340673,Freehold Asset Leased(Out),Land,Small holding - bare land
5801,HIGHER BRADAFORD FARM, , ,BEAWORTHY,EX21 5DX,10002302326,238985,94122,-4.281476354,50.72380795,0,555223,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6101,HIGHER FINGLE FARM, , ,EXETER,EX6  6NP,10001330299,274341,91899,-3.780042105,50.71254943,0,227155,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6301,HIGHER HENLAND FARM-MAIN FARM SITE, , ,CULLOMPTON,EX15 2DR,10002163900,308475,107685,-3.300601533,50.86086502,0,288330,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6302,HIGHER HENLAND FARM-LAND TRANSFERRED FROM HOLLIS AND LOWER HENLADE FARMS, , ,CULLOMPTON,EX15 2DR,10009447275,308543,108080,-3.299734248,50.8644273,0,137580,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6501,HIGHER LEIGH FARM, , ,KINGSBRIDGE,TQ7  4AF,10008917487,272063,46104,-3.796600237,50.30037482,0,450028,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6701,HIGHER SLADE FARM, , ,ILFRACOMBE,EX34 8LJ,10012093888,250576,146438,-4.138852782,51.19707551,0,500388,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6901,HIGHLANDS FARM-MAIN FARM SITE, , ,KINGSBRIDGE,TQ7  4HD,10008909432,266476,49059,-3.876059321,50.32570024,0,353561,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
6902,HIGHLANDS FARM-LAND TRANSFERRED FROM LOWER CUMERY FARM, , ,KINGSBRIDGE,TQ7  4HD,0,266665,49298,-3.873489811,50.32789154,0,257726,Freehold Asset Leased(Out),Land,Small holding - bare land
7301,HURLDITCH FARM, , ,TAVISTOCK,PL19 8QA,10001324180,244221,77268,-4.200255757,50.57376599,0,530016,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
7501,KERSWELL FARM, , ,TOTNES,TQ9  7PF,10090535202,273975,58664,-3.773968387,50.41370051,0,602374,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
7901,LITTLE ALLERCOMBE FARM, , ,EXETER,EX5  2HD,10000271465,304856,94119,-3.348498171,50.73830763,0,202683,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
8201,LITTLE STONE FARM-MAIN FARM SITE, ,EXETER ROAD,SOUTH MOLTON,EX36 4HX,10012097354,268745,125099,-3.871179474,51.00973809,0,233977,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
8202,LITTLE STONE FARM-LAND TRANSFERRED FROM COMBREW FARM, ,EXETER ROAD,SOUTH MOLTON,EX36 4HX,0,268558,124810,-3.873739133,51.00709772,0,122528,Freehold Asset Leased(Out),Land,Small holding - bare land
8203,LITTLE STONE FARM-LAND TRANSFERRED FROM WORTHY FARM, ,EXETER ROAD,SOUTH MOLTON,EX36 4HX,0,268718,124429,-3.871321757,51.00370966,0,50828,Freehold Asset Leased(Out),Land,Small holding - bare land
8301,LOWER ALMINSTONE FARM, , ,BIDEFORD,EX39 5PX,10002299611,234863,120650,-4.351790319,50.96103092,0,334310,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
8401,LOWER BARTON FARM, , ,EXETER,EX5  2BS,10000270806,303597,92356,-3.365875792,50.72224857,0,268603,Leasehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9101,LOWER FARM-MAIN FARM SITE, , ,UMBERLEIGH,EX37 9AY,10002298342,259578,120184,-3.999882496,50.96339775,0,335481,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9102,LOWER FARM-LAND TRANSFERRED FROM LITTLE BICKINGTON FARM, , ,HIGH BICKINGTON,EX37 9AY,0,260203,120253,-3.991013559,50.96416994,0,8401,Freehold Asset Leased(Out),Land,Small holding - bare land
9201,LOWER HENLAND, , ,CULLOMPTON,EX15 2DR,10009448405,309011,107693,-3.292988858,50.86102157,0,454051,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9501,LOWER NORTHCHURCH FARM, , ,BARNSTAPLE,EX31 3LL,10002298161,256307,124451,-4.048123805,51.000941,0,510316,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9601,LOWER PARKS FARM, , ,CREDITON,EX17 3PR,1.0004E+11,283241,99669,-3.656489848,50.78425734,0,283078,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9701,LOWER PILEHAYES FARM-MAIN FARM SITE, , ,EXETER,EX5 1QE,10000269568,300358,88453,-3.410699063,50.68661016,0,320289,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9702,LOWER PILEHAYES FARM-LAND TRANSFERRED FROM COOKS FARM, , ,EXETER,EX5 1QE,0,300817,88546,-3.40422774,50.68752478,0,124718,Freehold Asset Leased(Out),Land,Small holding - bare land
9801,LOWER UPPACOTT FARM, , ,SOUTH MOLTON,EX36 4LW,10012099094,275654,121675,-3.771563521,50.98049531,0,552609,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
9901,MANOR FARM, , ,DAWLISH,EX7  0JT,10032971797,295005,74667,-3.48255531,50.56172087,0,525859,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10001,MARKHAMS FARM-MAIN FARM SITE, , ,EXETER,EX2  9QJ,10032953772,290713,88880,-3.54732538,50.68871693,0,1119945,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10002,MARKHAMS FARM-OPTION LAND, , ,EXETER,EX2  9QJ,0,291908,89367,-3.530555101,50.69331864,0,102158,Freehold Asset Leased(Out),Land,Small holding - bare land
10101,MERRYFIELD FARM, , ,HOLSWORTHY,EX22 7BN,10002299664,235594,106488,-4.335012739,50.83398112,0,296074,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10401,MIDDLE WINSHAM FARM, , ,BRAUNTON,EX33 2LX,10000487718,249714,139266,-4.148184807,51.13239687,0,904582,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10501,MIDDLE YEO FARM, ,DOWN ST MARY,CREDITON,EX17 6EE,10009448751,273390,104767,-3.797936579,50.82801618,0,366743,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10601,MIXING BARN FARM, , ,NEWTON ABBOT,TQ13 9NR,10032957516,280316,81804,-3.692176526,50.62305811,0,388305,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10701,MOORHOUSE FARM, , ,NEWTON ABBOT,TQ13 9NT,10032962546,280818,81650,-3.685032686,50.6217765,0,362614,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10801,NEW FORD FARM-MAIN FARM SITE, , ,EXETER,EX5  2EU,10000270822,304077,93079,-3.359265115,50.72882865,1650,470436,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
10802,NEW FORD FARM-LAND AT WESTCOTT, , ,EXETER,EX5  2EX,10000250976,303754,93916,-3.364059351,50.73630079,0,238178,Freehold Asset Leased(Out),Land,Small holding - bare land
10901,NEW GULLIFORD FARM, , ,DAWLISH,EX6  8HH,10032964358,295222,79827,-3.480947054,50.60815294,0,362630,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
11001,NEW STANDON FARM-MAIN FARM SITE, , ,OKEHAMPTON,EX20 4ET,1.0004E+11,250918,88661,-4.110316055,50.67791146,0,307459,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
11002,NEW STANDON FARM-LAND TRANSFERRED FROM STANDON FARM, , ,OKEHAMPTON,EX20 4ET,0,250840,88224,-4.111243097,50.67396386,0,134775,Freehold Asset Leased(Out),Land,Small holding - bare land
11201,NORTH GROUND, , ,TAVISTOCK,PL19 0PZ,1.0004E+11,243223,80500,-4.215704026,50.60254554,0,458113,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
11301,NORTH HELE FARM, , ,BIDEFORD,EX39 5LZ,10002302723,242744,119581,-4.239185463,50.95362961,0,392461,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
11401,NUTCOMBE FARM, , ,SOUTH MOLTON,EX36 4QT,10012096145,280360,121130,-3.704369854,50.97659344,0,731496,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
11601,LAND REMAINING AT PARKS FARM, , ,CREDITON,EX17 3PR,1.0004E+11,282943,99383,-3.66062466,50.78162615,0,276894,Freehold Asset Leased(Out),Land,Small holding - bare land
11901,PRIXFORD BARTON-MAIN FARM SITE, , ,BARNSTAPLE,EX31 4DX,10000488106,254355,136316,-4.080702341,51.10708409,0,374099,Freehold Asset Leased(Out),Land and Buildings,Small holding land and barns
11902,PRIXFORD BARTON-BARE LAND ADJACENT TO MARWOOD PRIMARY SCHOOL, , ,BARNSTAPLE,EX31 4DX,0,254815,138709,-4.075098917,51.12870716,0,80475,Freehold Asset Leased(Out),Land,Small holding - bare land
11903,PRIXFORD BARTON-LAND FORMERLY OVERCROCKERS AND WHIDDON FARMS, , ,BARNSTAPLE,EX31 4DX,0,255320,138273,-4.067711063,51.12491654,0,208252,Freehold Asset Leased(Out),Land,Small holding - bare land
12101,LOMANS FARM, , ,TOTNES,TQ9  6AU,10032955739,280402,64968,-3.685554913,50.47171898,0,265212,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
12401,SMITHS CROSS FARM, , ,EXETER,EX6 6RD,10001328985,272466,91454,-3.806434941,50.70814077,0,400709,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
12501,SOUTHACOTT FARM, , ,SOUTH MOLTON,EX36 4NR,10012099102,275160,121068,-3.778389446,50.97493208,0,673208,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
12601,SOUTHCOTT FARM-MAIN FARM SITE, , ,OKEHAMPTON,EX20 4NL,10001327122,254602,95095,-4.060738414,50.73667189,0,517610,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
12602,SOUTHCOTT FARM-LAND TRANSFERRED FROM MIDDLE SOUTHCOTT FARM, , ,OKEHAMPTON,EX20 4NL,0,254784,95415,-4.058286806,50.73959356,0,282396,Freehold Asset Leased(Out),Land,Small holding - bare land
12701,GREAT SOUTHDOWN FARM-MAIN FARM SITE, , ,TIVERTON,EX16 7LA,10009446872,307842,115143,-3.3114764,50.92781996,0,556250,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
12702,GREAT SOUTHDOWN FARM-FORMER LITTLE SOUTHDOWN AND LOWER ELMS LAND, , ,TIVERTON,EX16 7LA,0,307325,114842,-3.318755083,50.92503082,0,160516,Freehold Asset Leased(Out),Land,Small holding - bare land
12801,SOUTHWOODS FARM, , ,CULLOMPTON,EX15 3NS,10009450456,308611,111625,-3.299654642,50.89631167,0,285929,Freehold Asset Leased(Out),Land,Small holding - bare land
13301,LAND REMAINING AT TALE HOUSE FARM, ,HIGHER TALE,HONITON,EX14 3HJ,0,306126,101501,-3.332387901,50.80488739,0,195990,Freehold Asset Leased(Out),Land,Small holding - bare land
13401,LAND REMAINING AT TAPPS FARM, , ,COPPLESTONE,EX17 5BX,2.00004E+11,277961,101780,-3.73206424,50.8021466,0,106964,Freehold Asset Leased(Out),Land,Small holding - bare land
13501,TARRANTS FARM, ,HIGHER TALE,HONITON,EX14 3HJ,10000262556,307073,101698,-3.319000488,50.80681136,0,688276,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
13601,TEN OAKS FARM-MAIN FARM SITE, , ,WINKLEIGH,EX19 8TX,10002301754,255717,116941,-4.053548161,50.93329691,0,374914,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
13602,LAND TRANSFERRED FROM NEWCOMBES AND GLEBE FARMS, , ,WINKLEIGH,EX19 8TX,0,257672,117003,-4.025766017,50.93434001,0,393269,Freehold Asset Leased(Out),Land,Small holding - bare land
13901,THORNDON HOUSE FARM, , ,BEAWORTHY,EX21 5HD,10002299211,240625,93923,-4.258171989,50.72247181,0,484344,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
14001,THORNE FARM-MAIN FARM SITE, ,OTTERY ST MARY,OTTERY ST MARY,EX11 1QZ,0,308545,95334,-3.296529388,50.74982496,0,105405,Freehold Asset Leased(Out),Land,Small holding - bare land
14002,THORNE FARM-EXETER AIRPORT OUTER MARKER BEACON, ,OTTERY ST MARY,OTTERY ST MARY,EX11 1QZ,0,308740,95536,-3.293815758,50.75167192,0,654,Freehold Asset Leased(Out),Land,Small holding - bare land
14201,TOPSHAYES FARM, , ,EXETER,EX5  2DA,10000270945,304367,92415,-3.354984697,50.72290633,0,292579,Leasehold Asset Leased(Out),Land and Buildings,Small holding - Residential
14401,UPPATON FARM, , ,TAVISTOCK,PL19 0QA,1.0004E+11,243747,80233,-4.20819194,50.60028652,0,466559,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
14901,WESTCOTT FARM-INCLUDES PART PUGHAM FARM, , ,TIVERTON,EX16 7EW,10009451937,305588,116133,-3.343799681,50.93635637,0,642260,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
14902,WESTCOTT FARM-LAND TRANSFERRED FROM KILNVIEW FARM, , ,TIVERTON,EX16 7EW,0,305646,116827,-3.343154174,50.94260554,0,201681,Freehold Asset Leased(Out),Land,Small holding - bare land
15101,HIGHER WILMINSTONE FARM, , ,TAVISTOCK,PL19 0JT,0,249002,75999,-4.132263434,50.56361626,0,369502,Freehold Asset Leased(Out),Land,Small holding - bare land
15301,MONKERTON FARM, ,PINN LANE,EXETER,EX1  3RG,0,296108,93626,-3.472304783,50.73237577,0,54767,Freehold Asset,Land,Held for future sale
17501,LOWER EAST WEEK, , ,OKEHAMPTON,EX20 2QB,1.0004E+11,266600,91750,-3.889582815,50.7094848,0,254845,Freehold Asset Leased(Out),Land and Buildings,Small holding - Residential
19601,WHITSON FARM, , ,PLYMOUTH,PL5  4LQ,0,247648,61496,-4.145453623,50.43291581,0,147904,Freehold Asset,Land and Buildings,Held for future sale
20001,CREDITON PARK ESTATE ACCESS LANE SITES, ,PARK ESTATE,CREDITON,EX17 3PR,10035356472,283709,99495,-3.649798094,50.78278718,0,5558,Freehold Asset Leased(Out),Land,Surplus property / land
22701,FARM LAND DAWLISH OS 0274/1372, ,C/O 9 PORT ROAD,DAWLISH,EX7  0NX,0,296065,79603,-3.468973439,50.6062898,0,5990,Freehold Asset Leased(Out),Land,Small holding - bare land
23101,BERE FERRERS PARISH ALLOTMENTS-BERE FERRERS ALLOTMENT SITE, , ,YELVERTON,PL20 7JJ,0,245666,63626,-4.174220654,50.45154173,0,9570,Freehold Asset Leased(Out),Land,Allotments and gardens
23102,BERE FERRERS PARISH ALLOTMENTS-BERE ALSTON ALLOTMENT SITE, , ,YELVERTON,PL20 7JJ,0,244835,66338,-4.187042937,50.47569673,0,34025,Freehold Asset Leased(Out),Land,Allotments and gardens
25101,APPLEDORE LIBRARY, , ,APPLEDORE,EX39 1QS,1.00041E+11,246526,130445,-4.189969579,51.05228093,51,67,Leasehold Asset Leased(Out),Land and Buildings,Library
25501,BIDEFORD LIBRARY, ,NEW ROAD,BIDEFORD,EX39 2HR,1.00041E+11,245425,126445,-4.203961112,51.01603938,263,280,Other - Non DCC building,Land and Buildings,Library
25601,BRAUNTON LIBRARY, ,CHALONERS ROAD,BRAUNTON,EX33 2ES,1.00041E+11,248759,136677,-4.160739056,51.10887889,140,247,Leasehold Asset Leased(Out),Land and Buildings,Library
25801,BUCKFASTLEIGH LIBRARY, , ,BUCKFASTLEIGH,TQ11 0DD,10032974275,273789,66041,-3.779070839,50.47997831,53,127,Leasehold Asset Leased(Out),Land and Buildings,Library
25901,BUDLEIGH SALTERTON LIBRARY, ,STATION ROAD,BUDLEIGH SALTERTON,EX9  6RH,1.00041E+11,306173,81997,-3.326759767,50.62952887,132,329,Freehold Asset Leased(Out),Land and Buildings,Library
26001,CHAGFORD LIBRARY, , ,CHAGFORD,TQ13 8DP,10001328835,270155,87438,-3.83773952,50.6715288,51,334,Other - Memo of Arrangement / User Agreement,Land and Buildings,Library
26201,COLYTON LIBRARY, ,HIGH STREET,COLYTON,EX24 6NQ,10000276811,324586,93944,-3.068883156,50.73963222,59,122,Freehold Asset Leased(Out),Land and Buildings,Library
26301,COMBE MARTIN LIBRARY, ,WESTBOURNE TERRACE,COMBE MARTIN,EX34 0EQ,10000483842,258440,146614,-4.026434608,51.20066014,86,487,Freehold Asset Leased(Out),Land and Buildings,Library
26401,CREDITON LIBRARY, , ,CREDITON,EX17 2AA,1.00041E+11,283402,100384,-3.654433626,50.79071749,244,721,Freehold Asset Leased(Out),Land and Buildings,Library
26801,DAWLISH LIBRARY, ,LAWN TERRACE,DAWLISH,EX7  9PY,10032973744,295927,76733,-3.470119116,50.5804612,266,248,Freehold Asset Leased(Out),Land and Buildings,Library
27201,EXETER LIBRARY, ,CASTLE STREET,EXETER,EX4  3PQ,1.00041E+11,292077,92837,-3.529177779,50.72454714,3839.7,2247,Freehold Asset Leased(Out),Land and Buildings,Library
27301,HOLSWORTHY LIBRARY, ,NORTH ROAD,HOLSWORTHY,EX22 6HA,1.00041E+11,234338,103892,-4.351662658,50.81029538,90,146,Freehold Asset Leased(Out),Land and Buildings,Library
27401,HONITON LIBRARY, ,NEW STREET,HONITON,EX14 1BS,1.00041E+11,316429,100500,-3.185961301,50.79746497,415,626,Freehold Asset Leased(Out),Land and Buildings,Library
27701,KINGSKERSWELL LIBRARY, ,NEWTON ROAD,KINGSKERSWELL,TQ12 5EH,1.00041E+11,288109,67862,-3.577847975,50.49925997,68,73,Freehold Asset Leased(Out),Land and Buildings,Library
27801,KINGSTEIGNTON LIBRARY, ,NEWTON ROAD,KINGSTEIGNTON,TQ12 3AL,10032960745,286972,72981,-3.595426244,50.54506411,100,290,Freehold Asset Leased(Out),Land and Buildings,Library
28001,MORETONHAMPSTEAD LIBRARY, ,FORE STREET,MORETONHAMPSTEAD,TQ13 8LL,1.00041E+11,275373,86076,-3.763466696,50.66042585,305,111,Freehold Asset Leased(Out),Land and Buildings,Library
28101,PASSMORE EDWARDS CENTRE, ,BANK STREET,NEWTON ABBOT,TQ12 2RJ,1.00041E+11,285762,71323,-3.611990357,50.52992278,1591,886,Freehold Asset Leased(Out),Land and Buildings,Library
28301,NORTHAM LIBRARY, ,FORE STREET,NORTHAM,EX39 1AW,1.00041E+11,244878,128911,-4.212809537,51.03805284,91,315,Freehold Asset Leased(Out),Land and Buildings,Library
28501,PINHOE LIBRARY, ,MAIN ROAD,EXETER,EX4  8HW,10013041070,296228,94274,-3.470787289,50.73822321,87,548,Freehold Asset Leased(Out),Land and Buildings,Library
29201,SALCOMBE LIBRARY, , ,SALCOMBE,TQ8  8JQ,1.00041E+11,274018,38824,-3.766736602,50.23534765,92,762,Leasehold Asset Leased(Out),Land and Buildings,Library
30001,TEIGNMOUTH LIBRARY, ,FORE STREET,TEIGNMOUTH,TQ14 8DY,10032958798,293904,73008,-3.4976233,50.54660608,463,831,Freehold Asset Leased(Out),Land and Buildings,Library
30601,UFFCULME LIBRARY, , ,UFFCULME,EX15 3AY,1.00041E+11,306877,112886,-3.324628817,50.90737227,47,61,Leasehold Asset Leased(Out),Land and Buildings,Library
31201,EAST ALLINGTON TORR DEPOT, , ,KINGSBRIDGE,TQ9  7QQ,10004742308,274560,47820,-3.762123198,50.31633828,765,5795,Freehold Asset,Land and Buildings,Highways and bridges depot
31301,SOUTH MOLTON PATHFIELDS SALT DEPOT, , ,SOUTH MOLTON,EX36 3LH,10012096598,271737,126835,-3.829162908,51.02601754,2039,9624,Freehold Asset,Land and Buildings,Highways and bridges depot
